id,Internship_title,Company,Location,Location_1,Duration(Months),Stipend_given(perMonth),Skills_required,Skills_required_1
497,Data Analytics,Mr n Mrs Pet,Jaipur,Jaipur,6,10000,"Data Structures, Data Analytics, MS-Excel, Data Science",Data Science
498,Computer Vision and Deep Learning,Meditab Software Private Limited,Ahmedabad,Ahmedabad,6,10000,"Python, Algorithms, Data Structures, Computer Vision, Deep Learning",Python
499,Computer Vision and Deep Learning,Meditab Software Private Limited,Ahmedabad,Ahmedabad,6,10000,"Python, Algorithms, Data Structures, Computer Vision, Deep Learning",Algorithms
500,Computer Vision and Deep Learning,Meditab Software Private Limited,Ahmedabad,Ahmedabad,6,10000,"Python, Algorithms, Data Structures, Computer Vision, Deep Learning",Data Structures
501,Computer Vision and Deep Learning,Meditab Software Private Limited,Ahmedabad,Ahmedabad,6,10000,"Python, Algorithms, Data Structures, Computer Vision, Deep Learning",Computer Vision
502,Computer Vision and Deep Learning,Meditab Software Private Limited,Ahmedabad,Ahmedabad,6,10000,"Python, Algorithms, Data Structures, Computer Vision, Deep Learning",Deep Learning
503,Business Analytics & Optimization,Tercept Incorporation,Bangalore,Bangalore,4,20000-25000,"SQL, MS-Excel",MySQL
504,Business Analytics & Optimization,Tercept Incorporation,Bangalore,Bangalore,4,20000-25000,"SQL, MS-Excel",MS-Excel
505,Data Science,Empliance Information Services India LLP,Work From Home,Work From Home,6,6000,"Data Structures, Data Analytics, BIG DATA ANALYTICS, Data Science",Data Structures
506,Data Science,Empliance Information Services India LLP,Work From Home,Work From Home,6,6000,"Data Structures, Data Analytics, BIG DATA ANALYTICS, Data Science",Data Analytics
507,Data Science,Empliance Information Services India LLP,Work From Home,Work From Home,6,6000,"Data Structures, Data Analytics, BIG DATA ANALYTICS, Data Science",BIG DATA ANALYTICS
508,Data Science,Empliance Information Services India LLP,Work From Home,Work From Home,6,6000,"Data Structures, Data Analytics, BIG DATA ANALYTICS, Data Science",Data Science
509,SAP Processing,INNOVAPTE,Work From Home,Work From Home,6,1000,Not Found,nan
510,Website Analyst,Fittlyf,Work From Home,Work From Home,4,4000,"Python, SQL, Data Analytics, MS-Excel, R Programming, Research and Analytics",Python
511,Website Analyst,Fittlyf,Work From Home,Work From Home,4,4000,"Python, SQL, Data Analytics, MS-Excel, R Programming, Research and Analytics",MySQL
512,Website Analyst,Fittlyf,Work From Home,Work From Home,4,4000,"Python, SQL, Data Analytics, MS-Excel, R Programming, Research and Analytics",Data Analytics
513,Website Analyst,Fittlyf,Work From Home,Work From Home,4,4000,"Python, SQL, Data Analytics, MS-Excel, R Programming, Research and Analytics",MS-Excel
514,Website Analyst,Fittlyf,Work From Home,Work From Home,4,4000,"Python, SQL, Data Analytics, MS-Excel, R Programming, Research and Analytics",R Programming
515,Website Analyst,Fittlyf,Work From Home,Work From Home,4,4000,"Python, SQL, Data Analytics, MS-Excel, R Programming, Research and Analytics",Research and Analytics
516,Business Analytics,Tradexa Technologies Private Limited,Pune,Pune,6,12000-15000,Not Found,nan
517,Data Science (Backend Development),RedCarpetUp,Work From Home,Work From Home,6,20000-25000,Not Found,nan
518,Financial Data Analysis,Northern Arc Capital Limited,Chennai,Chennai,6,7000,"Data Analytics, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)",Data Analytics
519,Financial Data Analysis,Northern Arc Capital Limited,Chennai,Chennai,6,7000,"Data Analytics, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)",MS-Excel
520,Financial Data Analysis,Northern Arc Capital Limited,Chennai,Chennai,6,7000,"Data Analytics, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)",English Proficiency (Spoken)
521,Financial Data Analysis,Northern Arc Capital Limited,Chennai,Chennai,6,7000,"Data Analytics, MS-Excel, English Proficiency (Spoken), English Proficiency (Written)",English Proficiency (Written)
522,Python & Robotics Development,Meditab Software Private Limited,Ahmedabad,Ahmedabad,6,10000,"Python, Algorithms, Data Structures",Python
523,Python & Robotics Development,Meditab Software Private Limited,Ahmedabad,Ahmedabad,6,10000,"Python, Algorithms, Data Structures",Algorithms
524,Python & Robotics Development,Meditab Software Private Limited,Ahmedabad,Ahmedabad,6,10000,"Python, Algorithms, Data Structures",Data Structures
525,Data Science & Computer Vision,Synergy Labs,Gurgaon,Gurgaon,6,15000,"MS-Office, Python",MS-Office
526,Data Science & Computer Vision,Synergy Labs,Gurgaon,Gurgaon,6,15000,"MS-Office, Python",Python
527,Data Science,Lawnics Technologies Private Limited,Work From Home,Work From Home,6,1000,"Data Science, Natural Language Processing (NLP)",Data Science
528,Data Science,Lawnics Technologies Private Limited,Work From Home,Work From Home,6,1000,"Data Science, Natural Language Processing (NLP)",Natural Language Processing (NLP)
529,AI Technical Program Management,COGAI Solutions Private Limited,Work From Home,Work From Home,6,10000-12000,"Data Analytics, Machine Learning, Product Management, Data Science, Product Lifecycle Management(PLM)",Data Analytics
530,AI Technical Program Management,COGAI Solutions Private Limited,Work From Home,Work From Home,6,10000-12000,"Data Analytics, Machine Learning, Product Management, Data Science, Product Lifecycle Management(PLM)",Machine Learning
531,AI Technical Program Management,COGAI Solutions Private Limited,Work From Home,Work From Home,6,10000-12000,"Data Analytics, Machine Learning, Product Management, Data Science, Product Lifecycle Management(PLM)",Product Lifecycle Management(PLM)
532,AI Technical Program Management,COGAI Solutions Private Limited,Work From Home,Work From Home,6,10000-12000,"Data Analytics, Machine Learning, Product Management, Data Science, Product Lifecycle Management(PLM)",Data Science
533,AI Technical Program Management,COGAI Solutions Private Limited,Work From Home,Work From Home,6,10000-12000,"Data Analytics, Machine Learning, Product Management, Data Science, Product Lifecycle Management(PLM)",Product Lifecycle Management(PLM)
534,Business Analytics,MAISTERING BV,Bangalore,Bangalore,3,30000,Not Found,nan
535,Data Mining,Pregamate Limited,Work From Home,Work From Home,2,2000,Not Found,nan
536,Web/App Development & Data Science Lead,Abhikey Foundation,Work From Home,Work From Home,3,1000,Not Found,nan
537,Web Scrapping (Python/ML),Scintillation Research And Analytics Services,Sahibzada Ajit Singh Nagar,Sahibzada Ajit Singh Nagar,6,13000,"Python, Machine Learning",Python
538,Web Scrapping (Python/ML),Scintillation Research And Analytics Services,Sahibzada Ajit Singh Nagar,Sahibzada Ajit Singh Nagar,6,13000,"Python, Machine Learning",Machine Learning
539,Data Mining,Kabra Bearings & Power Private Limited (TSUKI),Delhi,Delhi,2,5000,"Java, Linux, SQL, SAS, Hadoop",Java
540,Data Mining,Kabra Bearings & Power Private Limited (TSUKI),Delhi,Delhi,2,5000,"Java, Linux, SQL, SAS, Hadoop",Linux
541,Data Mining,Kabra Bearings & Power Private Limited (TSUKI),Delhi,Delhi,2,5000,"Java, Linux, SQL, SAS, Hadoop",MySQL
542,Data Mining,Kabra Bearings & Power Private Limited (TSUKI),Delhi,Delhi,2,5000,"Java, Linux, SQL, SAS, Hadoop",SAS
543,Data Mining,Kabra Bearings & Power Private Limited (TSUKI),Delhi,Delhi,2,5000,"Java, Linux, SQL, SAS, Hadoop",Hadoop
544,Project Analyst,Encriss Technologies LLP,Gurgaon,Gurgaon,3,8000,Not Found,nan
545,Machine Learning (Multi-View Vision),3ME,Work From Home,Work From Home,3,2000-2500,"Linux, Digital Signal Processing, Physics, Mathematics, Machine Learning, Computer Vision",Linux
546,Machine Learning (Multi-View Vision),3ME,Work From Home,Work From Home,3,2000-2500,"Linux, Digital Signal Processing, Physics, Mathematics, Machine Learning, Computer Vision",Digital Signal Processing
547,Machine Learning (Multi-View Vision),3ME,Work From Home,Work From Home,3,2000-2500,"Linux, Digital Signal Processing, Physics, Mathematics, Machine Learning, Computer Vision",Physics
548,Machine Learning (Multi-View Vision),3ME,Work From Home,Work From Home,3,2000-2500,"Linux, Digital Signal Processing, Physics, Mathematics, Machine Learning, Computer Vision",Mathematics
549,Machine Learning (Multi-View Vision),3ME,Work From Home,Work From Home,3,2000-2500,"Linux, Digital Signal Processing, Physics, Mathematics, Machine Learning, Computer Vision",Machine Learning
550,Machine Learning (Multi-View Vision),3ME,Work From Home,Work From Home,3,2000-2500,"Linux, Digital Signal Processing, Physics, Mathematics, Machine Learning, Computer Vision",Computer Vision
551,Business Analytics,Stirring Minds,Work From Home,Work From Home,2,5000-10000,Not Found,nan
552,Machine Learning,KUKbit Software Lab,Work From Home,Work From Home,1,4000,"Python, Machine Learning, R Programming, Data Science, Deep Learning",Python
553,Machine Learning,KUKbit Software Lab,Work From Home,Work From Home,1,4000,"Python, Machine Learning, R Programming, Data Science, Deep Learning",Machine Learning
554,Machine Learning,KUKbit Software Lab,Work From Home,Work From Home,1,4000,"Python, Machine Learning, R Programming, Data Science, Deep Learning",R Programming
555,Machine Learning,KUKbit Software Lab,Work From Home,Work From Home,1,4000,"Python, Machine Learning, R Programming, Data Science, Deep Learning",Data Science
556,Machine Learning,KUKbit Software Lab,Work From Home,Work From Home,1,4000,"Python, Machine Learning, R Programming, Data Science, Deep Learning",Deep Learning
557,MLOps,Dimensionless Technologies,Navi Mumbai,Navi Mumbai,6,10000,"Python, Linux, Django, Docker, Microsoft Azure, Amazon Web Server (AWS)",Python
558,MLOps,Dimensionless Technologies,Navi Mumbai,Navi Mumbai,6,10000,"Python, Linux, Django, Docker, Microsoft Azure, Amazon Web Server (AWS)",Linux
559,MLOps,Dimensionless Technologies,Navi Mumbai,Navi Mumbai,6,10000,"Python, Linux, Django, Docker, Microsoft Azure, Amazon Web Server (AWS)",Django
560,MLOps,Dimensionless Technologies,Navi Mumbai,Navi Mumbai,6,10000,"Python, Linux, Django, Docker, Microsoft Azure, Amazon Web Server (AWS)",Docker
561,MLOps,Dimensionless Technologies,Navi Mumbai,Navi Mumbai,6,10000,"Python, Linux, Django, Docker, Microsoft Azure, Amazon Web Server (AWS)",Microsoft Azure
562,MLOps,Dimensionless Technologies,Navi Mumbai,Navi Mumbai,6,10000,"Python, Linux, Django, Docker, Microsoft Azure, Amazon Web Server (AWS)",Amazon Web Services (AWS)
563,SAP BI & Analytics,Trijotech Software Consulting Private Limited,Work From Home,Work From Home,1,10000,"ASP.NET, SQL, Data Analytics, MS-Excel",ASP.NET
564,SAP BI & Analytics,Trijotech Software Consulting Private Limited,Work From Home,Work From Home,1,10000,"ASP.NET, SQL, Data Analytics, MS-Excel",MySQL
565,SAP BI & Analytics,Trijotech Software Consulting Private Limited,Work From Home,Work From Home,1,10000,"ASP.NET, SQL, Data Analytics, MS-Excel",Data Analytics
566,SAP BI & Analytics,Trijotech Software Consulting Private Limited,Work From Home,Work From Home,1,10000,"ASP.NET, SQL, Data Analytics, MS-Excel",MS-Excel
567,Data Quality Assurance Engineering,AffinityAnswers,Bangalore,Bangalore,6,22000,"SQL, Data Analytics",MySQL
568,Data Quality Assurance Engineering,AffinityAnswers,Bangalore,Bangalore,6,22000,"SQL, Data Analytics",Data Analytics
569,Machine Learning,Bilateral Solutions Private Limited,"Manali, Noida",Manali,6,6000-8000,"Python, Machine Learning",Python
570,Machine Learning,Bilateral Solutions Private Limited,"Manali, Noida",Noida,6,6000-8000,"Python, Machine Learning",Python
571,Machine Learning,Bilateral Solutions Private Limited,"Manali, Noida",Manali,6,6000-8000,"Python, Machine Learning",Machine Learning
572,Machine Learning,Bilateral Solutions Private Limited,"Manali, Noida",Noida,6,6000-8000,"Python, Machine Learning",Machine Learning
573,Data Analytics,Hubhopper (Parijat Innovations Private Limited),Delhi,Delhi,6,10000,"Google Analytics, Data Analytics, MS SQL Server, MS-Excel",Google Analytics
574,Data Analytics,Hubhopper (Parijat Innovations Private Limited),Delhi,Delhi,6,10000,"Google Analytics, Data Analytics, MS SQL Server, MS-Excel",Data Analytics
575,Data Analytics,Hubhopper (Parijat Innovations Private Limited),Delhi,Delhi,6,10000,"Google Analytics, Data Analytics, MS SQL Server, MS-Excel",MS SQL Server
576,Data Analytics,Hubhopper (Parijat Innovations Private Limited),Delhi,Delhi,6,10000,"Google Analytics, Data Analytics, MS SQL Server, MS-Excel",MS-Excel
577,Machine Learning,D2K Technologies,Navi Mumbai,Navi Mumbai,6,5000-6000,Python,Python
578,Data Analytics,Colors Digital,"Delhi, Gurgaon, Noida",Delhi,2,5000,"Data Analytics, MS-Excel",Data Analytics
579,Data Analytics,Colors Digital,"Delhi, Gurgaon, Noida",Gurgaon,2,5000,"Data Analytics, MS-Excel",Data Analytics
580,Data Analytics,Colors Digital,"Delhi, Gurgaon, Noida",Noida,2,5000,"Data Analytics, MS-Excel",Data Analytics
581,Data Analytics,Colors Digital,"Delhi, Gurgaon, Noida",Delhi,2,5000,"Data Analytics, MS-Excel",MS-Excel
582,Data Analytics,Colors Digital,"Delhi, Gurgaon, Noida",Gurgaon,2,5000,"Data Analytics, MS-Excel",MS-Excel
583,Data Analytics,Colors Digital,"Delhi, Gurgaon, Noida",Noida,2,5000,"Data Analytics, MS-Excel",MS-Excel
584,Machine Learning,Foresight Systems,Delhi,Delhi,6,10000,"Python, Data Analytics, Machine Learning",Python
585,Machine Learning,Foresight Systems,Delhi,Delhi,6,10000,"Python, Data Analytics, Machine Learning",Data Analytics
586,Machine Learning,Foresight Systems,Delhi,Delhi,6,10000,"Python, Data Analytics, Machine Learning",Machine Learning
587,Data Science & Machine Learning,Markytics,Mumbai,Mumbai,6,3000-5000,"HTML, CSS, JavaScript, Python, Django, PostgreSQL",HTML
588,Data Science & Machine Learning,Markytics,Mumbai,Mumbai,6,3000-5000,"HTML, CSS, JavaScript, Python, Django, PostgreSQL",CSS
589,Data Science & Machine Learning,Markytics,Mumbai,Mumbai,6,3000-5000,"HTML, CSS, JavaScript, Python, Django, PostgreSQL",JavaScript
590,Data Science & Machine Learning,Markytics,Mumbai,Mumbai,6,3000-5000,"HTML, CSS, JavaScript, Python, Django, PostgreSQL",Python
591,Data Science & Machine Learning,Markytics,Mumbai,Mumbai,6,3000-5000,"HTML, CSS, JavaScript, Python, Django, PostgreSQL",Django
592,Data Science & Machine Learning,Markytics,Mumbai,Mumbai,6,3000-5000,"HTML, CSS, JavaScript, Python, Django, PostgreSQL",PostgreSQL
593,Internet Of Things (IoT) & Data Analytics,"Solar Industries India Limited, Nagpur",Nagpur,Nagpur,6,10000,"HTML, CSS, Python, SQL, Data Structures, Data Analytics, AngularJS, Data Science, Internet of Things (IoT)",HTML
594,Internet Of Things (IoT) & Data Analytics,"Solar Industries India Limited, Nagpur",Nagpur,Nagpur,6,10000,"HTML, CSS, Python, SQL, Data Structures, Data Analytics, AngularJS, Data Science, Internet of Things (IoT)",CSS
595,Internet Of Things (IoT) & Data Analytics,"Solar Industries India Limited, Nagpur",Nagpur,Nagpur,6,10000,"HTML, CSS, Python, SQL, Data Structures, Data Analytics, AngularJS, Data Science, Internet of Things (IoT)",Python
596,Internet Of Things (IoT) & Data Analytics,"Solar Industries India Limited, Nagpur",Nagpur,Nagpur,6,10000,"HTML, CSS, Python, SQL, Data Structures, Data Analytics, AngularJS, Data Science, Internet of Things (IoT)",MySQL
597,Internet Of Things (IoT) & Data Analytics,"Solar Industries India Limited, Nagpur",Nagpur,Nagpur,6,10000,"HTML, CSS, Python, SQL, Data Structures, Data Analytics, AngularJS, Data Science, Internet of Things (IoT)",Data Structures
598,Internet Of Things (IoT) & Data Analytics,"Solar Industries India Limited, Nagpur",Nagpur,Nagpur,6,10000,"HTML, CSS, Python, SQL, Data Structures, Data Analytics, AngularJS, Data Science, Internet of Things (IoT)",Data Analytics
599,Internet Of Things (IoT) & Data Analytics,"Solar Industries India Limited, Nagpur",Nagpur,Nagpur,6,10000,"HTML, CSS, Python, SQL, Data Structures, Data Analytics, AngularJS, Data Science, Internet of Things (IoT)",AngularJS
600,Internet Of Things (IoT) & Data Analytics,"Solar Industries India Limited, Nagpur",Nagpur,Nagpur,6,10000,"HTML, CSS, Python, SQL, Data Structures, Data Analytics, AngularJS, Data Science, Internet of Things (IoT)",Data Science
601,Internet Of Things (IoT) & Data Analytics,"Solar Industries India Limited, Nagpur",Nagpur,Nagpur,6,10000,"HTML, CSS, Python, SQL, Data Structures, Data Analytics, AngularJS, Data Science, Internet of Things (IoT)",Internet of Things (IoT)
602,Machine Learning (Python),Neolen,Work From Home,Work From Home,3,2500-5000,"Python, Data Analytics, Mathematics, Machine Learning",Python
603,Machine Learning (Python),Neolen,Work From Home,Work From Home,3,2500-5000,"Python, Data Analytics, Mathematics, Machine Learning",Data Analytics
604,Machine Learning (Python),Neolen,Work From Home,Work From Home,3,2500-5000,"Python, Data Analytics, Mathematics, Machine Learning",Mathematics
605,Machine Learning (Python),Neolen,Work From Home,Work From Home,3,2500-5000,"Python, Data Analytics, Mathematics, Machine Learning",Machine Learning
606,Data Science,SkillBit,Pune,Pune,2,2000,"Python, Machine Learning",Python
607,Data Science,SkillBit,Pune,Pune,2,2000,"Python, Machine Learning",Machine Learning
608,Machine Learning,SkillBit,Pune,Pune,2,5000,"Python, Data Analytics, Machine Learning",Python
609,Machine Learning,SkillBit,Pune,Pune,2,5000,"Python, Data Analytics, Machine Learning",Data Analytics
610,Machine Learning,SkillBit,Pune,Pune,2,5000,"Python, Data Analytics, Machine Learning",Machine Learning
611,Content Development (Python/Machine Learning/AI),Madras Scientific Research Foundation,Work From Home,Work From Home,2,,"Python, Machine Learning, Artifical Intelligence",Python
612,Content Development (Python/Machine Learning/AI),Madras Scientific Research Foundation,Work From Home,Work From Home,2,,"Python, Machine Learning, Artifical Intelligence",Machine Learning
613,Content Development (Python/Machine Learning/AI),Madras Scientific Research Foundation,Work From Home,Work From Home,2,,"Python, Machine Learning, Artifical Intelligence",Artifical Intelligence
614,Data Science (Machine Learning),Expand AI,Work From Home,Work From Home,2,5000,Not Found,nan
615,Data Analytics,BLEND360,Work From Home,Work From Home,6,20000,"Python, Data Analytics",Python
616,Data Analytics,BLEND360,Work From Home,Work From Home,6,20000,"Python, Data Analytics",Data Analytics
617,Data Science (Advanced Python),TerraBlue XT,Work From Home,Work From Home,6,10000,"Python, Mathematics, Machine Learning",Python
618,Data Science (Advanced Python),TerraBlue XT,Work From Home,Work From Home,6,10000,"Python, Mathematics, Machine Learning",Mathematics
619,Data Science (Advanced Python),TerraBlue XT,Work From Home,Work From Home,6,10000,"Python, Mathematics, Machine Learning",Machine Learning
620,Business Analytics,EasyLokal,Kolkata,Kolkata,2,8000-15000,"Data Analytics, Product Management, Data Science, Artifical Intelligence",Data Analytics
621,Business Analytics,EasyLokal,Kolkata,Kolkata,2,8000-15000,"Data Analytics, Product Management, Data Science, Artifical Intelligence",Product Lifecycle Management(PLM)
622,Business Analytics,EasyLokal,Kolkata,Kolkata,2,8000-15000,"Data Analytics, Product Management, Data Science, Artifical Intelligence",Data Science
623,Business Analytics,EasyLokal,Kolkata,Kolkata,2,8000-15000,"Data Analytics, Product Management, Data Science, Artifical Intelligence",Artifical Intelligence
624,Machine Learning,RanchPal,Work From Home,Work From Home,3,4000,Not Found,nan
625,Market Research Analytics,Dextech,Noida,Noida,3,9000,"English Proficiency (Spoken), English Proficiency (Written)",English Proficiency (Spoken)
626,Market Research Analytics,Dextech,Noida,Noida,3,9000,"English Proficiency (Spoken), English Proficiency (Written)",English Proficiency (Written)
627,Financial Technical Analysis (Intraday Trading),Trader For Tomorrow,Work From Home,Work From Home,3,14000,"Data Analytics, Mathematics, MS-Excel, Financial Modeling, Data Science",Data Analytics
628,Financial Technical Analysis (Intraday Trading),Trader For Tomorrow,Work From Home,Work From Home,3,14000,"Data Analytics, Mathematics, MS-Excel, Financial Modeling, Data Science",Mathematics
629,Financial Technical Analysis (Intraday Trading),Trader For Tomorrow,Work From Home,Work From Home,3,14000,"Data Analytics, Mathematics, MS-Excel, Financial Modeling, Data Science",MS-Excel
630,Financial Technical Analysis (Intraday Trading),Trader For Tomorrow,Work From Home,Work From Home,3,14000,"Data Analytics, Mathematics, MS-Excel, Financial Modeling, Data Science",Financial Modeling
631,Financial Technical Analysis (Intraday Trading),Trader For Tomorrow,Work From Home,Work From Home,3,14000,"Data Analytics, Mathematics, MS-Excel, Financial Modeling, Data Science",Data Science
632,Tableau Development,Nemesis Consultants LLP,Work From Home,Work From Home,3,8000,"SQL, Data Analytics, MS-Excel, Tableau",MySQL
633,Tableau Development,Nemesis Consultants LLP,Work From Home,Work From Home,3,8000,"SQL, Data Analytics, MS-Excel, Tableau",Data Analytics
634,Tableau Development,Nemesis Consultants LLP,Work From Home,Work From Home,3,8000,"SQL, Data Analytics, MS-Excel, Tableau",MS-Excel
635,Tableau Development,Nemesis Consultants LLP,Work From Home,Work From Home,3,8000,"SQL, Data Analytics, MS-Excel, Tableau",Tableau
636,Big Data Analytics,Substratal Solutions Private Limited,Work From Home,Work From Home,6,2000-3500,"Python, SQL, Power BI",Python
637,Big Data Analytics,Substratal Solutions Private Limited,Work From Home,Work From Home,6,2000-3500,"Python, SQL, Power BI",MySQL
638,Big Data Analytics,Substratal Solutions Private Limited,Work From Home,Work From Home,6,2000-3500,"Python, SQL, Power BI",Power BI
639,Machine Learning,TikiLIVE,Work From Home,Work From Home,1,18000,Not Found,nan
640,ML Pipeline Engineering,Episodiclabs Private Limited (Teckniklab),Ahmedabad,Ahmedabad,3,2000-2500,Machine Learning,Machine Learning
641,Data Science,Applicate IT Solutions Private Limited,Gurgaon,Gurgaon,3,25000,"Python, Machine Learning, REST API, Natural Language Processing (NLP)",Python
642,Data Science,Applicate IT Solutions Private Limited,Gurgaon,Gurgaon,3,25000,"Python, Machine Learning, REST API, Natural Language Processing (NLP)",Machine Learning
643,Data Science,Applicate IT Solutions Private Limited,Gurgaon,Gurgaon,3,25000,"Python, Machine Learning, REST API, Natural Language Processing (NLP)",REST API
644,Data Science,Applicate IT Solutions Private Limited,Gurgaon,Gurgaon,3,25000,"Python, Machine Learning, REST API, Natural Language Processing (NLP)",Natural Language Processing (NLP)
645,Power BI Development,Nemesis Consultants LLP,Work From Home,Work From Home,3,8000,"MS-Office, Oracle, MS SQL Server, MS-Excel, Power BI",MS-Office
646,Power BI Development,Nemesis Consultants LLP,Work From Home,Work From Home,3,8000,"MS-Office, Oracle, MS SQL Server, MS-Excel, Power BI",Oracle
647,Power BI Development,Nemesis Consultants LLP,Work From Home,Work From Home,3,8000,"MS-Office, Oracle, MS SQL Server, MS-Excel, Power BI",MS SQL Server
648,Power BI Development,Nemesis Consultants LLP,Work From Home,Work From Home,3,8000,"MS-Office, Oracle, MS SQL Server, MS-Excel, Power BI",MS-Excel
649,Power BI Development,Nemesis Consultants LLP,Work From Home,Work From Home,3,8000,"MS-Office, Oracle, MS SQL Server, MS-Excel, Power BI",Power BI
650,Data Science,TikiLIVE,Work From Home,Work From Home,1,18000,Not Found,nan
651,Machine Learning,Fyle,Work From Home,Work From Home,6,35000,"Python, Machine Learning",Python
652,Machine Learning,Fyle,Work From Home,Work From Home,6,35000,"Python, Machine Learning",Machine Learning
653,Data Protection,Tsaaro,Work From Home,Work From Home,2,2000-5000,Not Found,nan
654,Data Science (Django),Markytics,Work From Home,Work From Home,6,3000-5000,"HTML, CSS, JavaScript, Python, Django",HTML
655,Data Science (Django),Markytics,Work From Home,Work From Home,6,3000-5000,"HTML, CSS, JavaScript, Python, Django",CSS
656,Data Science (Django),Markytics,Work From Home,Work From Home,6,3000-5000,"HTML, CSS, JavaScript, Python, Django",JavaScript
657,Data Science (Django),Markytics,Work From Home,Work From Home,6,3000-5000,"HTML, CSS, JavaScript, Python, Django",Python
658,Data Science (Django),Markytics,Work From Home,Work From Home,6,3000-5000,"HTML, CSS, JavaScript, Python, Django",Django
659,Teaching Assistance (Data Science),Pianalytix Edutech Private Limted,Work From Home,Work From Home,2,7000,"Python, Django, Machine Learning, Data Science, Flask, Heroku",Python
660,Teaching Assistance (Data Science),Pianalytix Edutech Private Limted,Work From Home,Work From Home,2,7000,"Python, Django, Machine Learning, Data Science, Flask, Heroku",Django
661,Teaching Assistance (Data Science),Pianalytix Edutech Private Limted,Work From Home,Work From Home,2,7000,"Python, Django, Machine Learning, Data Science, Flask, Heroku",Machine Learning
662,Teaching Assistance (Data Science),Pianalytix Edutech Private Limted,Work From Home,Work From Home,2,7000,"Python, Django, Machine Learning, Data Science, Flask, Heroku",Data Science
663,Teaching Assistance (Data Science),Pianalytix Edutech Private Limted,Work From Home,Work From Home,2,7000,"Python, Django, Machine Learning, Data Science, Flask, Heroku",Flask
664,Teaching Assistance (Data Science),Pianalytix Edutech Private Limted,Work From Home,Work From Home,2,7000,"Python, Django, Machine Learning, Data Science, Flask, Heroku",Heroku
665,Business Analytics,4AM Worldwide,Mumbai,Mumbai,3,10000,"Data Analytics, MS-Excel",Data Analytics
666,Business Analytics,4AM Worldwide,Mumbai,Mumbai,3,10000,"Data Analytics, MS-Excel",MS-Excel
667,Summer Research,"Indraprastha Institute Of Information Technology, Delhi",Delhi,Delhi,2,5000,Not Found,nan
668,Computer Science,Aryabhatta Research Institute Of Observational Sciences,Nainital,Nainital,5,10000,Not Found,nan
